Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
Pacote de artes - Photoshop,www.udemy.com/course/super-pacote-de-artes-photoshop/,Yhering gonzaga do Nascimento Soares,฿600,฿360,Rating: 3.5 out of 53.5 - (6),"[(/user/yhering-gonzaga-do-nascimento-soares/, Yhering gonzaga do Nascimento Soares)]",Design,"Design gráfico
 ",Photoshop,23,Português,"Pacote de artes essencial para quem trabalha com design, marketing e freelance em geral",9/2019,01/28/20
【1日完結】Adobe Muse入門ーコードを知らなくてもウェブサイトが作れる！,www.udemy.com/course/1adobe-muse/,智一 伊藤,"฿3,400",฿360,Rating: 4.1 out of 54.1 - (31),"[(/user/yi-teng-zhi-yi/, 智一 伊藤)]",デザイン,ウェブデザイン,Adobe Muse,249人の受講生が登録,日本語,Museの登場により、ウェブサイトが誰でも作れる時代になりました。サイトを公開することで、これまでにない出会いやビジネスチャンスが期待できます。クリエイター・店舗のオーナー・個人事業主の方、Museスキルを学んで、チャンスを広げてください。,10/2017,01/28/20
Curso de Revit 2018,www.udemy.com/course/curso-de-revit-2018/,Hugo Vasconcelos,฿800,฿360,Rating: 4.4 out of 54.4 - (188),"[(/user/hugo-vasconcelos/, Hugo Vasconcelos)]",Design,Design arquitetônico,Revit,605,Português,Revit para Iniciantes,4/2018,01/28/20
تصميم المشاريع المعمارية باستخدام البرامج الهندسية,www.udemy.com/course/archdesignsoftware/,KAREEM EL-DIN OSAMA,"฿1,800",฿360,Rating: 5.0 out of 55.0 - (2),"[(/user/kareem-mclaren/, KAREEM EL-DIN OSAMA)]",Design,Architectural Design, ,27,Arabic,صمم مشروعك بنفسك باستخدام البرامج الهندسية - أوتوكاد - ريفيت - 3دي ماكس - فوتوشوب,7/2019,01/28/20
Ayrık Elemanlar Yöntemi - DEM - Teori ve Uygulamalar,www.udemy.com/course/dem-ayrik-elemanlar-yontemi/,Ahmet Okudan,0,"฿5,600",Rating: 3.8 out of 53.8 - (3),"[(/user/ahmet-okudan/, Ahmet Okudan)]",Tasarım,3D ve Animasyon,Dynamics,28,Türkçe,"Maden, paketleme ve değirmencilik sektörlerinde çokça kullanılan DEM yazılımlarını ve Ayrık Elemanlar yöntemini öğrenin",10/2019,01/28/20
Curso de Wordpress y Enfold: Diseño Web para Emprendedores,www.udemy.com/course/curso-de-wordpress/,Wordpress Monterrey,"฿1,400",฿360,Rating: 4.2 out of 54.2 - (59),"[(/user/wordpressmonterrey/, Wordpress Monterrey)]",Design,Web Design,WordPress,538,Spanish,Crea la web de tu startup en pocas horas ¡Fácil y sin programación! Adaptada a móviles y Posicionada en Google.,7/2018,01/28/20
Initiation au dessin de COMICS,www.udemy.com/course/initiation-au-dessin-de-comics/,Damien Barban,"฿2,800",฿360,Rating: 4.3 out of 54.3 - (6),"[(/user/damien-barban/, Damien Barban)]",Design,Conception graphique,Dessin,46,Français,Apprenez les bases pour bien débuter en tant que dessinateur de comics,11/2018,01/28/20
Concevoir des Tshirts Best-seller sur photoshop Facilement,www.udemy.com/course/creer-vos-propres-tshirts-sur-photoshop/,Elmotii Issame,฿600,฿360,Rating: 3.7 out of 53.7 - (6),"[(/user/elmotii-issam/, Elmotii Issame)]",Design,Conception graphique,Création de t-shirts,28,Français,"Apprenez à concevoir des Tshirt Best-seller en utilisant Photoshop pour Merch par Amazon, Teespring ou RedBubble.",7/2018,01/28/20
Sıfırdan 2D Çizgi Film Üretmeyi Öğrenin!,www.udemy.com/course/sfrdan-2d-cizgi-film-uretmeyi-ogrenin/,Kutlay USTA,฿600,฿360,Rating: 4.0 out of 54.0 - (42),"[(/user/kutlay-usta/, Kutlay USTA)]",Tasarım,3D ve Animasyon,2D Animasyon,1.146,Türkçe,Hızlı bir şekilde 2D animasyonun temellerini öğrenin!,7/2019,01/28/20
Concept Art:  Dibujo e Ilustración en Photoshop,www.udemy.com/course/conceptart/,The Invisible School,"฿4,600",฿360,Rating: 3.7 out of 53.7 - (7),"[(/user/nicolaslongo/, The Invisible School)]",Design,Design Tools,Concept Art,223,Spanish,Aprendé Técnicas y Herramientas profesionales para convertirte en un profesional del Concept Art,2/2019,01/28/20
After Effects CC 2015の職人トレーニング - 初級テクニック&スキル編,www.udemy.com/course/after-effect-cc-2015/,"石崎力也 (RIKIYA ISHIZAKI), あずさ 鈴木","฿2,200",฿360,Rating: 3.5 out of 53.5 - (18),"[(/user/shi-qi-li-ye/, 石崎力也 (RIKIYA ISHIZAKI)), (/user/haamalu/, あずさ 鈴木)]",デザイン,3D・アニメーション,After Effects,237人の受講生が登録,日本語,After Effects CC 2015で職人を目指すコースの初級編。基本的なテクニックとスキルはもちろん「そんな簡単なことも説明するの？」と思われる内容を丁寧に解説します。基礎的な操作方法を網羅的に学びたい方にオススメです。,1/2019,01/28/20
Cómo Crear una Landing Page Gratis Desde Cero 2020,www.udemy.com/course/como-crear-una-landing-page-gratis-desde-cero/,Renato Jesús Yacolca Neyra,"฿7,800",฿360,Rating: 4.3 out of 54.3 - (14),"[(/user/renato-jesus-yacolca-neyra-2/, Renato Jesús Yacolca Neyra)]",Diseño,Diseño web,Diseño web,1.686,Español,"Aprende cómo crear una landing page gratis desde cero, sin saber de programación, de forma rápida y sencilla.",11/2019,01/28/20
A'dan Z'ye Photoshop CC 2018 Dersleri | Sinan Karabalta,www.udemy.com/course/uygulamali-photoshop-egitim-seti/,Sinan Karabalta,"฿3,600",฿360,Rating: 4.5 out of 54.5 - (20),"[(/user/sinan-karabalta/, Sinan Karabalta)]",Tasarım,Grafik Tasarım, Photoshop,186,Türkçe,"Photoshop CC Dersleri: Başlangıç, orta ve ileri Photoshop Kursu. Sosyal Medya (instagram, youtube) Özel Tasarım Eğitimi",10/2018,01/28/20
3D Интерьер 3.0 - Интеграция с Unreal Engine 4,www.udemy.com/course/3d-interior-ue4/,Sergey Popov,"฿1,800",฿360,Rating: 4.2 out of 54.2 - (14),"[(/user/sergeypopov7/, Sergey Popov)]",Дизайн,Дизайн интерьеров,Анимация 3D,52,Русский,Начни изучать Unreal Engine 4 - Быстрый старт на примере,10/2017,01/28/20
Adobe Photoshop Lightroom,www.udemy.com/course/adobe-photoshop-lightroom/,El Profesor Online Plataforma e-learning,£19.99,£11.99,Rating: 4.4 out of 54.4 - (126),"[(/user/davidantonio/, El Profesor Online Plataforma e-learning)]",Diseño,Herramientas de diseño,Adobe Lightroom,623,Español,Lightroom se ha convertido en la principal herramienta para fotógrafos.,5/2014,01/28/20
Keyshot 7: Todo lo necesario para dominarlo,www.udemy.com/course/keyshot-7-todo-lo-necesario-para-dominarlo/,"Proyecto Oforte Cursos de calidad sobre Tecnología., Clementina Barcia",£199.99,£11.99,Rating: 3.8 out of 53.8 - (16),"[(/user/proyecto-oforte/, Proyecto Oforte Cursos de calidad sobre Tecnología.), (/user/clementina-barcia/, Clementina Barcia)]",Diseño,3D y animación,"KeyShot
 ",391,Español,Renderizado y Animación 3D paso a paso.,10/2018,01/28/20
Vetorize fácil com INKSCAPE,www.udemy.com/course/vetorize-facil-com-inkscape/,Fábio Venâncio,£149.99,£11.99,Rating: 4.1 out of 54.1 - (4),"[(/user/fabio-venancio/, Fábio Venâncio)]",Design,Design gráfico,Inkscape,19,Português,Domine uma incrível ferramenta de vetorização com este super curso!,10/2019,01/28/20
Curso Blender 3D  do Básico ao Avançado ,www.udemy.com/course/blender-3d-curso-completo/,Hugo Vasconcelos,£19.99,£11.99,Rating: 3.8 out of 53.8 - (237),"[(/user/hugo-vasconcelos/, Hugo Vasconcelos)]",Design,Design gráfico,Blender,893,Português,O curso definitivo em animação,10/2015,01/28/20
Blender 2.8 : Modéliser et texturer une arme lowpoly,www.udemy.com/course/blender-28-modeliser-et-texturer-une-arme-lowpoly/,Vanteux Sébastien,£19.99,£11.99,Rating: 3.5 out of 53.5 - (1),"[(/user/vanteux-sebastien/, Vanteux Sébastien)]",Design,3D et animation,Blender,5,Français,Hand Painting,10/2019,01/28/20
Edita y crea audios profesionales con Adobe Audition CS6,www.udemy.com/course/edita-y-crea-audios-profesionales-con-adobe-audition-cs6/,Pixel Pro Web,£19.99,£11.99,Rating: 4.3 out of 54.3 - (30),"[(/user/pixelpro/, Pixel Pro Web)]",Design,Design Tools,Adobe Audition,145,Spanish,Edita y Crea audios como los verdaderos expertos y profesionales!,8/2014,01/28/20
Photoshop　集中マスターコース　どんなものでも切り抜く「選択範囲」テクニックを身につけよう,www.udemy.com/course/photoshop-oc/,村守 康,£29.99,£11.99,Rating: 4.3 out of 54.3 - (3),"[(/user/55674afb3141d/, 村守 康)]",デザイン,デザインツール,Photoshopレタッチ方法,25人の受講生が登録,日本語,そのやり方間違ってます　選択範囲をマスターすればPhotoshopのレタッチはこれだけ楽になる,3/2019,01/28/20
Curso Básico de Diseño de Jardines,www.udemy.com/course/curso-diseno-de-jardines/,Mónica Coronel - IA.CAP,£39.99,£11.99,Rating: 3.8 out of 53.8 - (2),"[(/user/monica-coronel/, Mónica Coronel - IA.CAP)]",Design,Architectural Design,Gardening,15,Spanish,Cómo diseñar un jardín de manera profesional paso a paso,11/2019,01/28/20
Catia ile A'dan Z'ye Montaj,www.udemy.com/course/catia-montaj/,Video Eğitim,£134.99,£11.99,Rating: 4.2 out of 54.2 - (79),"[(/user/videoegitim/, Video Eğitim)]",Tasarım,Tasarım Araçları,CATIA,378,Türkçe,"Endüstriyel ürünlerin tasarım, analiz ve imalatını; hızlı, kolay ve güvenilir kılan yazılımı uygulamalarla öğrenin!",1/2018,01/28/20
Donnez vie à vos designs grâce à Spine!,www.udemy.com/course/donnez-vie-a-vos-designs-grace-a-spine/,Hellion Cat,£99.99,£11.99,Rating: 4.3 out of 54.3 - (5),"[(/user/ludovic-mahieu-2/, Hellion Cat)]",Design,3D et animation,Animation en 2D,13,Français,"De débutant à intermédiaire, explorez toutes les fonctionnalités de Spine !",7/2019,01/28/20
UI設計師必備的 Adobe Illustrator CC 應用技能-User Interface UI design,www.udemy.com/course/ui-adobe-illustrator-cc-user-interface-ui-design/,Sjlyedu wang lijun,£99.99,£11.99,Rating: 3.9 out of 53.9 - (3),"[(/user/sjlyedu/, Sjlyedu wang lijun)]",設計,平面設計,Adobe Illustrator,33,Traditional Chinese,UI設計課程， UI design 必備技能- Illustrator,6/2019,01/28/20
PHOTOSHOP: Aprenda na prática e ganhe 300 recursos extras,www.udemy.com/course/photoshop-crie-projetos-e-ganhe-kits-bonus/,Bruna Ruschel Moreira,£169.99,£11.99,Rating: 4.3 out of 54.3 - (13),"[(/user/bruna-ruschel-moreira/, Bruna Ruschel Moreira)]",Design,Design gráfico,Photoshop,206,Português,"Crie projetos profissionais e ganhe 78 arquivos de Photoshop, 150 gradientes, 1 e-Book, dezenas de pinceis e muito mais!",1/2020,01/28/20
Nuke en español Trackeo y Composición,www.udemy.com/course/nuke-en-espanol-trackeo-y-composicion/,Edgar Edrey,£99.99,£11.99,Rating: 2.8 out of 52.8 - (35),"[(/user/edgar-edrey/, Edgar Edrey)]",Diseño,3D y animación,Composición VFX,121,Español,"Aprende a usar este poderoso programa y crear efectos visuales de calidad cinematográfica, escenarios fantásticos, etc.",8/2018,01/28/20
2D Animationsfilme und Erklärvideos selber erstellen,www.udemy.com/course/2d-animationsfilme-und-erklaervideos-selber-erstellen/,Ingo Hoffmann,£49.99,£11.99,Rating: 3.8 out of 53.8 - (8),"[(/user/ingo-hoffmann/, Ingo Hoffmann)]",Design,3D & Animation,2D-Animation,163,Deutsch,Mit dem preisgünstigen Anime Studio Debut coole Videos selber machen!,4/2017,01/28/20
Sıfırdan Havuzlu Tripleks Villa Elektrik Proje Eğitimi,www.udemy.com/course/sifirdan_havuzlu_villa_elektrik_proje_kursu/,Elektrik Proje Kursu,£194.99,£11.99,Rating: 4.5 out of 54.5 - (23),"[(/user/erkan-cinar-2/, Elektrik Proje Kursu)]",Tasarım,Diğer,Elektrik Mühendisliği,93,Türkçe,AutoCAD ile Sıfırdan Havuzlu Tripleks Villa Elektrik Proje Eğitimi,11/2019,01/28/20
كورس ادوبي اللستريتر خطوة بخطوة - نصائح وحيل المحترفين,www.udemy.com/course/illustrator-basics/,Zakaria Chkouch,£29.99,£11.99,Rating: 4.4 out of 54.4 - (11),"[(/user/zakaria-chkouch/, Zakaria Chkouch)]",Design,Graphic Design,Adobe Illustrator,36,Arabic,تعلم ادوبي اللستريتر خطوة بخطوة من الالف الى الياء - illustrator CC From Zero To Hero,6/2017,01/28/20
Curso Avançado de Kdenlive,www.udemy.com/course/curso-avancado-de-kdenlive/,Elias Nunes,$44.99,$11.99,Rating: 3.9 out of 53.9 - (41),"[(/user/elias-nunes-3/, Elias Nunes)]",Design,Outro,Edição de vídeos,127,Português,Aprenda a usar o Kdenlive de vez!,3/2018,01/28/20
Introdução ao Design 3D com Fusion 360,www.udemy.com/course/fusion-360/,Alexsandro Sunaga,$19.99,$11.99,Rating: 3.9 out of 53.9 - (57),"[(/user/alexsandrosunaga/, Alexsandro Sunaga)]",Design,3D e animação,Fusion 360,661,Português,Aprenda facilmente o básico do design 3D através de tutoriais em vídeo e exporte para impressoras 3D e cortadoras laser.,3/2019,01/28/20
Cours de Formation à Synfig,www.udemy.com/course/cours-de-formation-a-synfig/,Konstantin Dmitriev,$19.99,$11.99,Rating: 4.7 out of 54.7 - (20),"[(/user/konstantindmitriev/, Konstantin Dmitriev)]",Design,3D et animation,Animation,72,Français,"Dans ce cours, vous apprendrez comment créer une animation 2D à l'aide du pack logiciel d'animation Synfig Studio.",5/2016,01/28/20
Vray Next Lighting 3ds max,www.udemy.com/course/vray-next-lighting-3ds-max/,Marcello Pattarin,$119.99,$30.00,Rating: 5.0 out of 55.0 - (1),"[(/user/marcellopattarin/, Marcello Pattarin)]",Design,3D & Animazione,3ds Max,4,Italiano,In questo Corso di 3ds max studieremo le Luci di Vray Next,7/2019,01/28/20
After Effects高手之路---初学者课程,www.udemy.com/course/after-effects-n/,lin feng lou,$199.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/yaganbi/, lin feng lou)]",设计,3D 动画,After Effects,295,Simplified Chinese,一个基础项目的课程，指导您在Adobe After Effects中创建出你喜欢的视频,9/2018,01/28/20
Adobe Photoshop CC - Fundamentos: Editar imágenes digitales.,www.udemy.com/course/photoshop-cc-fundamentos/,Marlon Ceballos,$79.99,$11.99,Rating: 4.6 out of 54.6 - (138),"[(/user/marlonceballos/, Marlon Ceballos)]",Design,Graphic Design,Photoshop,576,Spanish,Aprende los fundamentos profesionales para la edición y retoque de imágenes digitales en Photoshop.,9/2017,01/28/20
Crear ePubs de diseño fluido con Sigil,www.udemy.com/course/epub-fluid-sigil/,Marlon Ceballos,$49.99,$11.99,Rating: 4.6 out of 54.6 - (26),"[(/user/marlonceballos/, Marlon Ceballos)]",Design,Design Tools,eBook Creation,80,Spanish,Aprende a crear libros digitales en formato ePub de diseño fluido usando la aplicación gratuita Sigil,12/2016,01/28/20
Créez des animations 2D avec Clip Studio Paint,www.udemy.com/course/creez-des-animations-2d-avec-clip-studio-paint/,Damien Barban,$34.99,$11.99,Rating: 2.6 out of 52.6 - (2),"[(/user/damien-barban/, Damien Barban)]",Design,Conception graphique,Clip Studio Paint,23,Français,Apprenez à créez votre propre dessin animé.,6/2019,01/28/20
ArchiCAD - La formation intégrale,www.udemy.com/course/archicad-la-formation-integrale/,Alexandre BLONDEAU,$199.99,$11.99,Rating: 2.2 out of 52.2 - (15),"[(/user/alexandre-blondeau/, Alexandre BLONDEAU)]",Design,Design architectural,ARCHICAD,55,Français,Maîtriser en intégralité le logiciel ArchiCAD,8/2017,01/28/20
Animação para games com Krita,www.udemy.com/course/animacao-para-games-com-krita/,Jeferson Dias,$39.99,$11.99,Rating: 4.4 out of 54.4 - (13),"[(/user/jefersondias2/, Jeferson Dias)]",Design,Outro,Animação de personagens,130,Português,Aprenda a criar animações para jogos utilizando o Krita,7/2018,01/28/20
Aprenda a tratar imagens Bijuterias e Joias,www.udemy.com/course/aprenda-a-tratar-imagens-de-joias/,Pedro Jordan,$29.99,$11.99,Rating: 4.0 out of 54.0 - (32),"[(/user/pedro-jordan/, Pedro Jordan)]",Design,Ferramentas de design,Edição de imagens,91,Português,Trate imagens usando o Photoshop,8/2017,01/28/20
Les Bases de Sketchup : Guide de survie pour les débutants.,www.udemy.com/course/les-bases-de-sketchup-guide-de-survie-pour-les-debutants/,Timothée MEYRIEUX,$39.99,$11.99,Rating: 4.5 out of 54.5 - (13),"[(/user/meyrieux-timothee/, Timothée MEYRIEUX)]",Design,3D et animation,SketchUp,48,Français,Maîtrisez étape par étape les bases du logiciel.,1/2017,01/28/20
Adobe InDesign CC ile Temelden Uzmanlığa Dijital Yayıncılık,www.udemy.com/course/aliucariledijitalyayincilik/,Ali Uçar,$44.99,$11.99,Rating: 4.6 out of 54.6 - (12),"[(/user/ali-ucar-4/, Ali Uçar)]",Tasarım,Grafik Tasarım,InDesign,53,Türkçe,Adobe InDesign CC Master'ı olun: Baskı ve dijital yayınlar oluşturmak ve yayımlamak için eksiksiz bir InDesign eğitimi.,2/2018,01/28/20
Curso Cypecad Básico Online na Prática - Cálculo Estrutural,www.udemy.com/course/curso-cypecad/,Claudio M. Antonio,0,$49.99,Rating: 3.6 out of 53.6 - (10),"[(/user/upcarreira/, Claudio M. Antonio)]",Design,3D e animação,Concreto,40,Português,Projeto Estrutural de Edifício de 5 Andares,10/2019,01/28/20
PHOTOSHOP: Curso Completo de Photoshop CC,www.udemy.com/course/photoshop-cc-curso-completo-portugues/,Magno Urbano,$199.99,$11.99,Rating: 4.5 out of 54.5 - (1),"[(/user/magno-lima-4/, Magno Urbano)]",Design,Design gráfico,Photoshop,17,Português,Aprenda Photoshop com alguém com mais de 25 anos de experiência na área,10/2019,01/28/20
Ilustración Digital con Krita,www.udemy.com/course/ilustracion-digital-con-krita/,Dionisio gonzalez,$99.99,$11.99,Rating: 3.8 out of 53.8 - (3),"[(/user/dionisio-gonzalez-2/, Dionisio gonzalez)]",Design,Design Tools,Digital Painting,12,Spanish,Pintura & Arte al alcance de un click,9/2019,01/28/20
漫画を描こう！　プロ漫画家のMikey先生に学ぶ「アナログ漫画」の描き方,www.udemy.com/course/mikey-nc/,JCCD Studio,£114.99,£11.99,Rating: 5.0 out of 55.0 - (1),"[(/user/jccdstudio/, JCCD Studio)]",デザイン,その他,漫画,12人の受講生が登録,日本語,原稿用紙・ペン・スクリーントーンなどを用いた、すぐに使いたくなる漫画のテクニックが、長く漫画制作に携わってこられたプロ漫画家・Mikey先生から学べます。,4/2019,01/28/20
"APRENDE Cinema 4D - Modelado, texturizado y render realista",www.udemy.com/course/curso-de-cinema-4d/,Edgar Edrey,£99.99,£11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/edgar-edrey/, Edgar Edrey)]",Design,3D & Animation,Cinema 4D,7,Spanish,"Aprende a modelar, texturizar y obtener un render realista de una sala interior con Cinema 4D",6/2019,01/28/20
Photoshop - Vom kompletten Anfänger zum absoluten Profi!,www.udemy.com/course/photoshop-atemberaubende-effekte/,Christoph Mühlböck,£199.99,£11.99,Rating: 3.6 out of 53.6 - (4),"[(/user/christoph-muhlbock/, Christoph Mühlböck)]",Design,Grafikdesign,Bildbearbeitung mit Photoshop,65,Deutsch,Wenn du nach diesem Photoshop Kurs keine Ahnung vom Programm hast – dann bekommst du dein Geld zurück!,7/2018,01/28/20
Automazioni in Photoshop e Illustrator - Base,www.udemy.com/course/automazioni-in-photoshop-e-illustrator-base/,Teacher-in-a-Box | Videocorsi Professionali,0,£19.99,Rating: 4.7 out of 54.7 - (2),"[(/user/annalisa-righetti/, Teacher-in-a-Box | Videocorsi Professionali)]",Design,Graphic Design,Adobe Illustrator,13,Italiano,Matteo Discardi,4/2018,01/28/20
Adobe Photoshop CC - Esencial: Edición de imágenes digitales,www.udemy.com/course/adobe-photoshop-cc-esencial-edicion-de-imagenes-digitales/,Hector Novo,£149.99,£11.99,Rating: 4.0 out of 54.0 - (19),"[(/user/hector-novo/, Hector Novo)]",Diseño,Herramientas de diseño,Photoshop,411,Español,Curso online mediante el cual aprenderás los fundamentos para la edición y retoque digital de imágenes en Photoshop CC.,9/2019,01/28/20
Illustrator - Trucchi e tecniche creative,www.udemy.com/course/illustrator-trucchi-e-tecniche-creative/,Teacher-in-a-Box | Videocorsi Professionali,0,£19.99,Rating: 3.9 out of 53.9 - (3),"[(/user/annalisa-righetti/, Teacher-in-a-Box | Videocorsi Professionali)]",Design,Graphic Design,Adobe Illustrator,27,Italiano,Andrea Spinazzola,7/2018,01/28/20
Video Tasarım ve Grafik Tasarım ile Reklam Tasarımcılığı,www.udemy.com/course/reklam-tasarim-egitimi-video-reklam-gorsel-reklam/,Mustafa Coşkun,£19.99,£11.99,Rating: 3.9 out of 53.9 - (20),"[(/user/mustafa-coskun-6/, Mustafa Coşkun)]",Tasarım,Grafik Tasarım,Reklam Tasarımı,125,Türkçe,Sıfırdan Görsel Reklamlar Tasarlamak & Reklam Videoları Oluşturmak - Görsel Reklam Tasarım ve Reklam Videosu Tasarımı,3/2019,01/28/20
Esperto di Moda. Crea la tua linea di abbigliamento,www.udemy.com/course/esperto-di-moda/,Forever Learning,£199.99,£11.99,Rating: 2.3 out of 52.3 - (77),"[(/user/professione-corsi/, Forever Learning)]",Design,Moda,Moda,155,Italiano,Impara a progettare autonomamente e con creatività nuovi capi d'abbigliamento.,6/2017,01/28/20
Unreal Engine 4: Come creare un app android per architettura,www.udemy.com/course/ue4-how-to-create-archviz-android-app-ita-with-eng-sub/,giovanni messina,£19.99,£11.99,Rating: 4.1 out of 54.1 - (4),"[(/user/giovanni-messina-4/, giovanni messina)]",Design,3D & Animazione,Sviluppo in ambiente Android,28,Italiano,Unreal Engine 4: Come creare un app android per architettura step by step,7/2018,01/28/20
Creare infografiche animate con After Effects CC,www.udemy.com/course/creare-infografiche-animate-con-after-effects-cc/,Teacher-in-a-Box | Videocorsi Professionali,0,£19.99,Rating: 3.7 out of 53.7 - (10),"[(/user/annalisa-righetti/, Teacher-in-a-Box | Videocorsi Professionali)]",Design,3D & Animazione,After Effects,56,Italiano,Elisa De Fazio,3/2018,01/28/20
دورة تعلم الرسم من الصفر باستخدام الفوتوشوب,www.udemy.com/course/learn-art-by-doing-photoshop-arabic/,أكاديمية قطوف - Qtoof Academy‎,£49.99,£11.99,Rating: 4.6 out of 54.6 - (4),"[(/user/qtoofacademy/, أكاديمية قطوف - Qtoof Academy‎)]",Design,Design Tools,Photoshop,23,Arabic,حتى وان كنت لا تمتلك موهبة الرسم، هذه الدورة مع الفنان كمال خديم الله ، ستجعلك تنطلق,1/2016,01/28/20
Automazioni in Photoshop - Avanzato,www.udemy.com/course/automazioni-in-photoshop-avanzato/,Teacher-in-a-Box | Videocorsi Professionali,0,£19.99,Rating: 4.9 out of 54.9 - (5),"[(/user/annalisa-righetti/, Teacher-in-a-Box | Videocorsi Professionali)]",Design,Graphic Design,Photoshop,32,Italiano,Matteo Discardi,5/2018,01/28/20
"3ds Max e V-Rray Textura, iluminação e Render Vol: 03",www.udemy.com/course/3ds-max-e-v-rray-textura-iluminacao-e-render-vol-03/,Luiz Henrique D'Almeida,£79.99,£11.99,Rating: 4.5 out of 54.5 - (13),"[(/user/luiz-henrique-4/, Luiz Henrique D'Almeida)]",Design,3D e animação,3ds Max,126,Português,Produza cenas realísticas com o V-Ray e 3ds Max.,9/2017,01/28/20
Comment Créer Votre Ligne de Vêtements,www.udemy.com/course/comment-creer-votre-ligne-de-vetements/,Jomsy Fashion,£24.99,£11.99,Rating: 3.5 out of 53.5 - (10),"[(/user/jomsy-fashion/, Jomsy Fashion)]",Design,Mode,Mode,331,Français,Apprenez comment transformer votre idée en une ligne de vêtement à la mode que tout le monde s'arrache!,4/2017,01/28/20
Adobe Photoshop - poznaj zaawansowane techniki,www.udemy.com/course/kurs-adobe-photoshop-techniki-zaawansowane/,eduweb.pl - Kursy Wideo,0,£29.99,Rating: 3.7 out of 53.7 - (2),"[(/user/eduwebpl/, eduweb.pl - Kursy Wideo)]",Projektowanie,Projektowanie graficzne,Photoshop,6,Polski,"Zobacz, jak wykorzystać pełny potencjał Adobe Photoshop i wyciągnąć maksimum z zaawansowanych narzędzi!",6/2019,01/28/20
Creare eBook con InDesign CS6 e CC,www.udemy.com/course/creare-ebook-con-indesign-cs6-e-cc/,Teacher-in-a-Box | Videocorsi Professionali,0,£19.99,Rating: 3.6 out of 53.6 - (12),"[(/user/annalisa-righetti/, Teacher-in-a-Box | Videocorsi Professionali)]",Design,Graphic Design,InDesign,43,Italiano,Claudio Marconato,10/2018,01/28/20
Blender 2.8 - Exercícios Práticos de Motion Graphics,www.udemy.com/course/blender-o-curso-completo-de-motion-graphics/,Telmo Lourenço,$69.99,$10.99,Rating: 4.2 out of 54.2 - (11),"[(/user/telmoloureno/, Telmo Lourenço)]",Design,3D e animação,Blender,126,Português,Crie Motion Graphics com Blender: As Melhores Técnicas e Métodos para Dominar no Mercado,7/2019,01/28/20
"fabricación de juguetes de madera, 1er parte. carpintería",www.udemy.com/course/fabricacion-de-juguetes-de-madera-1er-parte-carpinteria/,jeanbaptiste Van den Heede,$19.99,$10.99,Rating: 3.5 out of 53.5 - (1),"[(/user/hector-moron/, jeanbaptiste Van den Heede)]",Diseño,Diseño de juegos,Trabajo en madera,44,Español,"woodworking, wooden toys, carpintería, ebanistería y marquetería para juguetes de madera. Un curso muy interesante",11/2019,01/28/20
Blender : la 3D par la pratique.,www.udemy.com/course/blender-la-3d-par-la-pratique/,Eric Vennettilli,$44.99,$10.99,Rating: 3.2 out of 53.2 - (10),"[(/user/eric-vennettilli/, Eric Vennettilli)]",Design,Outils de conception,Blender,68,Français,"Maitrisez la 3D par des exemples concrets en architecture, design ou jeu vidéo.",10/2017,01/28/20
Diseña tu web desde 0 con Wordpress y WP Bakery Page Builder,www.udemy.com/course/diseno-web-en-wordpress-con-visual-composer/,Camilo Barbosa TV,$49.99,$10.99,Rating: 4.2 out of 54.2 - (169),"[(/user/camilobarbosa2/, Camilo Barbosa TV)]",Design,Web Design,WordPress,"1,535",Spanish,Aprender a diseñar tu web profesional rápido y fácil con Wordpres y Bakery PageBuilder sin necesidad de programación.,1/2018,01/28/20
Aprende y domina CorelDRAW 2018 - Curso completo 2020,www.udemy.com/course/aprende-y-domina-coreldraw-x8/,Biblioteca Digital x86,$19.99,$11.99,Rating: 4.5 out of 54.5 - (16),"[(/user/biblioteca-digital-x86/, Biblioteca Digital x86)]",Design,Graphic Design,CorelDRAW,39,Spanish,"Aprende y domina CorelDRAW 2018, desde 0 hasta experto, y maneja todas sus herramientas de manera profesional",5/2018,01/28/20
Sketchup pour le design d'intérieur,www.udemy.com/course/sketchup-pour-le-design-dinterieur/,Nicolas Forgue,$39.99,$10.99,Rating: 4.2 out of 54.2 - (2),"[(/user/nicolas-forgue/, Nicolas Forgue)]",Design,Conception graphique,SketchUp,14,Français,Apprenez Sketchup en vous spécialisant dans le design d'intérieur,6/2019,01/28/20
Kurs Adobe Illustrator Techniki Zaawansowane,www.udemy.com/course/kurs-adobe-illustrator-techniki-zaawansowane/,eduweb.pl - Kursy Wideo,0,$29.99,Rating: 3.0 out of 53.0 - (1),"[(/user/eduwebpl/, eduweb.pl - Kursy Wideo)]",Projektowanie,Projektowanie graficzne,Adobe Illustrator,4,Polski,CS5-6,6/2019,01/28/20
